n,character,pinyin
3368,書架,shūjià
3369,書面,shūmiàn
3370,輸,shū
3371,輸入,shūrù
3372,蔬菜,shūcài
3373,舒暢,shūchàng
3374,舒服,shūfu
3375,舒適,shūshì
3376,疏忽,shūhu
3377,叔叔,shūshu
3378,梳子,shūzi
3379,熟練,shúliàn
3380,熟悉,shúxī
3381,數,shǔ
3382,滑鼠,shǔbiāo
3383,屬於,shǔyú
3384,豎,shù
3385,束,shù
3386,束縛,shùfù
3387,樹,shù
3388,樹立,shùlì
3389,數額,shù'é
3390,資料,shùjù
3391,數量,shùliàng
3392,數碼,shùmǎ
3393,數目,shùmù
3394,數學,shùxué
3395,數字,shùzì
3396,刷牙,shuā yá
3397,耍,shuǎ
3398,摔,shuāi
3399,衰老,shuāilǎo
3400,衰退,shuāituì
3401,甩,shuǎi
3402,帥,shuài
3403,率領,shuàilǐng
3404,涮火鍋,shuàn huǒguō
3405,雙,shuāng
3406,雙胞胎,shuāngbāotāi
3407,雙方,shuāngfāng
3408,爽快,shuǎngkuài
3409,水,shuǐ
3410,水果,shuǐguǒ
3411,水利,shuǐlì
3412,水龍頭,shuǐlóngtóu
3413,水泥,shuǐní
3414,水平,shuǐpíng
3415,稅,shuì
3416,睡覺,shuìjiào
3417,順便,shùnbiàn
3418,順利,shùnlì
3419,順序,shùnxù
3420,說不定,shuōbudìng
3421,說服,shuōfú
3422,說話,shuōhuà
3423,說明,shuōmíng
3424,碩士,shuòshì
3425,撕,sī
3426,絲綢,sīchóu
3427,絲毫,sīháo
3428,司法,sīfǎ
3429,司機,sījī
3430,司令,sīlìng
3431,思考,sīkǎo
3432,思念,sīniàn
3433,思索,sīsuǒ
3434,思維,sīwéi
3435,思想,sīxiǎng
3436,思緒,sīxù
3437,私人,sīrén
3438,私自,sīzì
3439,斯文,sīwen
3440,死,sǐ
3441,死亡,sǐwáng
3442,四,sì
3443,四肢,sìzhī
3444,似乎,sìhū
3445,寺廟,sìmiào
3446,肆無忌憚,sìwújìdàn
3447,飼養,sìyǎng
3448,聳,sǒng
3449,送,sòng
3450,艘,sōu
3451,搜尋,sōusuǒ
3452,甦醒,sūxǐng
3453,俗話,súhuà
3454,速度,sùdù
3455,塑膠袋,sùliàodài
3456,塑造,sùzào
3457,宿舍,sùshè
3458,素食主義,sùshí zhǔyì
3459,素質,sùzhì
3460,訴訟,sùsòng
3461,酸,suān
3462,算,suàn
3463,算了,suànle
3464,算數,suànshù
3465,雖然,suīrán
3466,隨便,suíbiàn
3467,隨即,suíjí
3468,隨身,suíshēn
3469,隨時,suíshí
3470,隨手,suíshǒu
3471,隨意,suíyì
3472,隨著,suízhe
3473,碎,suì
3474,歲,suì
3475,歲月,suìyuè
3476,隧道,suìdào
3477,孫子,sūnzi
3478,損壞,sǔnhuài
3479,損失,sǔnshī
3480,縮短,suōduǎn
3481,縮小,suōxiǎo
3482,鎖,suǒ
3483,所,suǒ
3484,所謂,suǒwèi
3485,所以,suǒyǐ
3486,所有,suǒyǒu
3487,索賠,suǒpéi
3488,索性,suǒxìng
3489,他,tā
3490,她,tā
3491,它,tā
3492,塌,tā
3493,踏實,tāshi
3494,塔,tǎ
3495,抬,tái
3496,臺,tái
3497,颱風,táifēng
3498,臺階,táijiē
3499,太,tài
3500,太極拳,tàijíquán
3501,太空,tàikōng
3502,太太,tàitai
3503,太陽,tàiyáng
3504,泰斗,tàidǒu
3505,態度,tàidu
3506,癱瘓,tānhuàn
3507,貪婪,tānlán
3508,貪汙,tānwū
3509,攤兒,tānr
3510,談,tán
3511,談判,tánpàn
3512,彈鋼琴,tán gāngqín
3513,彈性,tánxìng
3514,坦白,tǎnbái
3515,坦率,tǎnshuài
3516,探測,tàncè
3517,探索,tànsuǒ
3518,探討,tàntǎo
3519,探望,tànwàng
3520,嘆氣,tànqì
3521,湯,tāng
3522,糖,táng
3523,糖葫蘆,tánghúlu
3524,躺,tǎng
3525,倘若,tǎngruò
3526,燙,tàng
3527,趟,tàng
3528,掏,tāo
3529,滔滔不絕,tāotāo-bùjué
3530,桃,táo
3531,逃,táo
3532,逃避,táobì
3533,陶瓷,táocí
3534,淘氣,táoqì
3535,淘汰,táotài
3536,討價還價,tǎojià-huánjià
3537,討論,tǎolùn
3538,討厭,tǎoyàn
3539,套,tào
3540,特別,tèbié
3541,特長,tècháng
3542,特點,tèdiǎn
3543,特定,tèdìng
3544,特色,tèsè
3545,特殊,tèshū
3546,特意,tèyì
3547,特徵,tèzhēng
3548,疼,téng
3549,疼愛,téng'ài
3550,踢足球,tī zúqiú
3551,提,tí
3552,提拔,tíbá
3553,提倡,tíchàng
3554,提綱,tígāng
3555,提高,tígāo
3556,提供,tígōng
3557,提煉,tíliàn
3558,提前,tíqián
3559,提示,tíshì
3560,提問,tíwèn
3561,提醒,tíxǐng
3562,提議,tíyì
3563,題,tí
3564,題材,tícái
3565,題目,tímù
3566,體會,tǐhuì
3567,體積,tǐjī
3568,體諒,tǐliàng
3569,體面,tǐmiàn
3570,體貼,tǐtiē
3571,體系,tǐxì
3572,體現,tǐxiàn
3573,體驗,tǐyàn
3574,體育,tǐyù
3575,天才,tiāncái
3576,天空,tiānkōng
3577,天倫之樂,tiānlúnzhīlè
3578,天氣,tiānqì
3579,天然氣,tiānránqì
3580,天生,tiānshēng
3581,天堂,tiāntáng
3582,天文,tiānwén
3583,天真,tiānzhēn
3584,甜,tián
3585,田徑,tiánjìng
3586,田野,tiányě
3587,填空,tiánkòng
3588,舔,tiǎn
3589,挑剔,tiāoti
3590,條,tiáo
3591,條件,tiáojiàn
3592,條款,tiáokuǎn
3593,條理,tiáolǐ
3594,條約,tiáoyuē
3595,調和,tiáohé
3596,調劑,tiáojì
3597,調節,tiáojié
3598,調解,tiáojiě
3599,調料,tiáoliào
3600,調皮,tiáopí
3601,調整,tiáozhěng
3602,挑撥,tiǎobō
3603,挑釁,tiǎoxìn
3604,挑戰,tiǎozhàn
3605,跳舞,tiàowǔ
3606,跳躍,tiàoyuè
3607,聽,tīng
3608,停泊,tíngbó
3609,停頓,tíngdùn
3610,停止,tíngzhǐ
3611,停滯,tíngzhì
3612,亭子,tíngzi
3613,挺,tǐng
3614,挺拔,tǐngbá
3615,通常,tōngcháng
3616,透過,tōngguò
3617,通貨膨脹,tōnghuò péngzhàng
3618,通俗,tōngsú
3619,通訊,tōngxùn
3620,通用,tōngyòng
3621,通知,tōngzhī
3622,銅,tóng
3623,銅礦,tóngkuàng
3624,同胞,tóngbāo
3625,同情,tóngqíng
3626,同時,tóngshí
3627,同事,tóngshì
3628,同學,tóngxué
3629,同意,tóngyì
3630,同志,tóngzhì
3631,童話,tónghuà
3632,統籌兼顧,tǒngchóu-jiāngù
3633,統計,tǒngjì
3634,統統,tǒngtǒng
3635,統一,tǒngyī
3636,統治,tǒngzhì
3637,痛苦,tòngkǔ
3638,痛快,tòngkuài
3639,頭髮,tóufa
3640,投機,tóujī
3641,投票,tóupiào
3642,投降,tóuxiáng
3643,投擲,tóuzhì
3644,投資,tóuzī
3645,透明,tòumíng
3646,禿,tū
3647,突出,tūchū
3648,突破,tūpò
3649,突然,tūrán
3650,圖案,tú'àn
3651,圖書館,túshūguǎn
3652,徒弟,túdì
3653,途徑,tújìng
3654,塗抹,túmǒ
3655,土地,tǔdì
3656,土豆,tǔdòu
3657,土壤,tǔrǎng
3658,吐,tù
3659,兔子,tùzi
3660,團,tuán
3661,團結,tuánjié
3662,團體,tuántǐ
3663,團圓,tuányuán
3664,推,tuī
3665,推測,tuīcè
3666,推遲,tuīchí
3667,推辭,tuīcí
3668,推翻,tuīfān
3669,推廣,tuīguǎng
3670,推薦,tuījiàn
3671,推理,tuīlǐ
3672,推論,tuīlùn
3673,推銷,tuīxiāo
3674,腿,tuǐ
3675,退,tuì
3676,退步,tuìbù
3677,退休,tuìxiū
3678,吞嚥,tūnyàn
3679,脫,tuō
3680,脫離,tuōlí
3681,拖延,tuōyán
3682,託運,tuōyùn
3683,妥當,tuǒdang
3684,妥善,tuǒshàn
3685,妥協,tuǒxié
3686,橢圓,tuǒyuán
3687,唾沫,tuòmo
3688,挖掘,wājué
3689,娃娃,wáwa
3690,瓦解,wǎjiě
3691,襪子,wàzi
3692,哇,wa
3693,歪,wāi
3694,歪曲,wāiqū
3695,外,wài
3696,外表,wàibiǎo
3697,外行,wàiháng
3698,外交,wàijiāo
3699,外界,wàijiè
3700,外向,wàixiàng
3701,彎,wān
3702,丸,wán
3703,完,wán
3704,完備,wánbèi
3705,完畢,wánbì
3706,完成,wánchéng
3707,完美,wánměi
3708,完全,wánquán
3709,完善,wánshàn
3710,完整,wánzhěng
3711,玩,wán
3712,玩具,wánjù
3713,玩弄,wánnòng
3714,玩意兒,wányìr
3715,頑固,wángù
3716,頑強,wánqiáng
3717,碗,wǎn
3718,挽回,wǎnhuí
3719,挽救,wǎnjiù
3720,晚上,wǎnshang
3721,惋惜,wǎnxī
3722,萬,wàn
3723,萬分,wànfēn
3724,萬一,wànyī
3725,王子,wángzǐ
3726,往,wǎng
3727,往常,wǎngcháng
3728,往返,wǎngfǎn
3729,往事,wǎngshì
3730,往往,wǎngwǎng
3731,網路,wǎngluò
3732,網球,wǎngqiú
3733,網站,wǎngzhàn
3734,忘記,wàngjì
3735,妄想,wàngxiǎng
3736,微不足道,wēibùzúdào
3737,微觀,wēiguān
3738,微笑,wēixiào
3739,威風,wēifēng
3740,威力,wēilì
3741,威望,wēiwàng
3742,威脅,wēixié
3743,威信,wēixìn
3744,危害,wēihài
3745,危機,wēijī
3746,危險,wēixiǎn
3747,違背,wéibèi
3748,違反,wéifǎn
3749,維持,wéichí
3750,維護,wéihù
3751,維生素,wéishēngsù
3752,維修,wéixiū
3753,唯獨,wéidú
3754,圍巾,wéijīn
3755,圍繞,wéirào
3756,為難,wéinán
3757,為期,wéiqī
3758,為首,wéishǒu
3759,唯一,wéiyī
3760,尾巴,wěiba
3761,偉大,wěidà
3762,委屈,wěiqu
3763,委託,wěituō
3764,委員,wěiyuán
3765,偽造,wěizào
3766,喂,wèi
3767,胃,wèi
3768,胃口,wèikǒu
3769,為,wèi
3770,為了,wèile
3771,為什麼,wèi shénme
3772,位,wèi
3773,位於,wèiyú
3774,位置,wèizhì
3775,未必,wèibì
3776,未來,wèilái
3777,未免,wèimiǎn
3778,味道,wèidào
3779,畏懼,wèijù
3780,衛生間,wèishēngjiān
3781,衛星,wèixīng
3782,慰問,wèiwèn
3783,溫帶,wēndài
3784,溫度,wēndù
3785,溫和,wēnhé
3786,溫暖,wēnnuǎn
3787,溫柔,wēnróu
3788,聞,wén
3789,文化,wénhuà
3790,檔案,wénjiàn
3791,文具,wénjù
3792,文明,wénmíng
3793,文憑,wénpíng
3794,文物,wénwù
3795,文獻,wénxiàn
3796,文學,wénxué
3797,文雅,wényǎ
3798,文藝,wényì
3799,文章,wénzhāng
3800,吻,wěn
3801,穩定,wěndìng
3802,問,wèn
3803,問候,wènhòu
3804,問世,wènshì
3805,問題,wèntí
3806,窩,wō
3807,我,wǒ
3808,我們,wǒmen
3809,臥室,wòshì
3810,握手,wòshǒu
3811,烏黑,wūhēi
3812,汙衊,wūmiè
3813,汙染,wūrǎn
3814,誣陷,wūxiàn
3815,屋子,wūzi
3816,無,wú
3817,無比,wúbǐ
3818,無償,wúcháng
3819,無恥,wúchǐ
3820,無從,wúcóng
3821,無動於衷,wúdòngyúzhōng
3822,無非,wúfēi
3823,無精打采,wújīng-dǎcǎi
3824,無可奉告,wúkěfènggào
3825,無可奈何,wúkěnàihé
3826,無賴,wúlài
3827,無理取鬧,wúlǐ-qǔnào
3828,無聊,wúliáo
3829,無論,wúlùn
3830,無奈,wúnài
3831,無能為力,wúnéng-wéilì
3832,無窮無盡,wúqióng-wújìn
3833,無數,wúshù
3834,無微不至,wúwēibúzhì
3835,無憂無慮,wúyōu-wúlǜ
3836,無知,wúzhī
3837,五,wǔ
3838,舞蹈,wǔdǎo
3839,武器,wǔqì
3840,武術,wǔshù
3841,武俠,wǔxiá
3842,武裝,wǔzhuāng
3843,侮辱,wǔrǔ
3844,勿,wù
3845,霧,wù
3846,務必,wùbì
3847,務實,wùshí
3848,誤差,wùchā
3849,誤會,wùhuì
3850,誤解,wùjiě
3851,物理,wùlǐ
3852,物美價廉,wùměi-jiàlián
3853,物質,wùzhì
3854,物資,wùzī
3855,溪,xī
3856,西,xī
3857,西瓜,xīguā
3858,西紅柿,xīhóngshì
3859,膝蓋,xīgài
3860,熄滅,xīmiè
3861,吸取,xīqǔ
3862,吸收,xīshōu
3863,吸引,xīyǐn
3864,昔日,xīrì
3865,犧牲,xīshēng
3866,希望,xīwàng
3867,夕陽,xīyáng
3868,媳婦,xífu
3869,習慣,xíguàn
3870,習俗,xísú
3871,襲擊,xíjī
3872,洗,xǐ
3873,洗手間,xǐshǒujiān
3874,洗衣機,xǐyījī
3875,洗澡,xǐzǎo
3876,喜歡,xǐhuan
3877,喜聞樂見,xǐwén-lèjiàn
3878,喜悅,xǐyuè
3879,系,xì
3880,系列,xìliè
3881,系統,xìtǒng
3882,細胞,xìbāo
3883,細節,xìjié
3884,細菌,xìjūn
3885,細緻,xìzhì
3886,戲劇,xìjù
3887,瞎,xiā
3888,霞,xiá
3889,狹隘,xiá'ài
3890,狹窄,xiázhǎi
3891,峽谷,xiágǔ
3892,嚇,xià
3893,夏,xià
3894,夏令營,xiàlìngyíng
3895,下,xià
3896,下屬,xiàshǔ
3897,下午,xiàwǔ
3898,下雨,xià yǔ
3899,下載,xiàzài
3900,先,xiān
3901,先進,xiānjìn
3902,先前,xiānqián
3903,先生,xiānsheng
3904,鮮明,xiānmíng
3905,鮮豔,xiānyàn
3906,掀起,xiānqǐ
3907,纖維,xiānwéi
3908,弦,xián
3909,鹹,xián
3910,嫌,xián
3911,嫌疑,xiányí
3912,閒話,xiánhuà
3913,賢惠,xiánhuì
3914,銜接,xiánjiē
3915,顯得,xiǎnde
3916,顯然,xiǎnrán
3917,顯示,xiǎnshì
3918,顯著,xiǎnzhù
3919,縣,xiàn
3920,現場,xiànchǎng
3921,現成,xiànchéng
3922,現代,xiàndài
3923,現金,xiànjīn
3924,現實,xiànshí
3925,現象,xiànxiàng
3926,現在,xiànzài
3927,現狀,xiànzhuàng
3928,憲法,xiànfǎ
3929,陷害,xiànhài
3930,陷入,xiànrù
3931,羨慕,xiànmù
3932,餡兒,xiànr
3933,線索,xiànsuǒ
3934,限制,xiànzhì
3935,香,xiāng
3936,香蕉,xiāngjiāo
3937,相差,xiāngchà
3938,相處,xiāngchǔ
3939,相當,xiāngdāng
3940,相等,xiāngděng
3941,相對,xiāngduì
3942,相反,xiāngfǎn
3943,相輔相成,xiāngfǔ-xiāngchéng
3944,相關,xiāngguān
3945,相似,xiāngsì
3946,相同,xiāngtóng
3947,相信,xiāngxìn
3948,相應,xiāngyìng
3949,鑲嵌,xiāngqiàn
3950,鄉鎮,xiāngzhèn
3951,詳細,xiángxì
3952,想,xiǎng
3953,想方設法,xiǎngfāng-shèfǎ
3954,想念,xiǎngniàn
3955,想象,xiǎngxiàng
3956,響,xiǎng
3957,響亮,xiǎngliàng
3958,響應,xiǎngyìng
3959,享受,xiǎngshòu
3960,巷,xiàng
3961,像,xiàng
3962,向,xiàng
3963,嚮導,xiàngdǎo
3964,向來,xiànglái
3965,嚮往,xiàngwǎng
3966,項,xiàng
3967,項鍊,xiàngliàn
3968,專案,xiàngmù
3969,橡皮,xiàngpí
3970,象棋,xiàngqí
3971,象徵,xiàngzhēng
3972,消除,xiāochú
3973,消毒,xiāodú
3974,消防,xiāofáng
3975,消費,xiāofèi
3976,消耗,xiāohào
3977,消化,xiāohuà
3978,消極,xiāojí
3979,消滅,xiāomiè
3980,消失,xiāoshī
3981,訊息,xiāoxi
3982,銷燬,xiāohuǐ
3983,銷售,xiāoshòu
3984,小,xiǎo
3985,小吃,xiǎochī
3986,小夥子,xiǎohuǒzi
3987,小姐,xiǎojiě
3988,小麥,xiǎomài
3989,小氣,xiǎoqi
3990,小時,xiǎoshí
3991,小說,xiǎoshuō
3992,小偷,xiǎotōu
3993,小心,xiǎoxīn
3994,小心翼翼,xiǎoxīn-yìyì
3995,笑,xiào
3996,笑話,xiàohua
3997,效果,xiàoguǒ
3998,效率,xiàolǜ
3999,效益,xiàoyì
4000,孝順,xiàoshun
4001,肖像,xiàoxiàng
4002,校長,xiàozhǎng
4003,些,xiē
4004,歇,xiē
4005,斜,xié
4006,鞋,xié
4007,攜帶,xiédài
4008,協會,xiéhuì
4009,協商,xiéshāng
4010,協調,xiétiáo
4011,協議,xiéyì
4012,協助,xiézhù
4013,寫,xiě
4014,寫作,xiězuò
4015,屑,xiè
4016,謝絕,xièjué
4017,謝謝,xièxie
4018,洩露,xièlòu
4019,洩氣,xièqì
4020,新,xīn
4021,新陳代謝,xīnchén-dàixiè
4022,新郎,xīnláng
4023,新娘,xīnniáng
4024,新聞,xīnwén
4025,新鮮,xīnxiān
4026,新穎,xīnyǐng
4027,心得,xīndé
4028,心理,xīnlǐ
4029,心靈,xīnlíng
4030,心情,xīnqíng
4031,心態,xīntài
4032,心疼,xīnténg
4033,心血,xīnxuè
4034,心眼兒,xīnyǎnr
4035,心臟,xīnzàng
4036,辛苦,xīnkǔ
4037,辛勤,xīnqín
4038,欣賞,xīnshǎng
4039,欣慰,xīnwèi
4040,欣欣向榮,xīnxīn-xiàngróng
4041,薪水,xīnshui
4042,信,xìn
4043,信封,xìnfēng
4044,訊號,xìnhào
4045,信賴,xìnlài
4046,信念,xìnniàn
4047,信任,xìnrèn
4048,資訊,xìnxī
4049,信心,xìnxīn
4050,信仰,xìnyǎng
4051,信用卡,xìnyòngkǎ
4052,信譽,xìnyù
4053,腥,xīng
4054,興奮,xīngfèn
4055,興隆,xīnglóng
4056,興旺,xīngwàng
4057,星期,xīngqī
4058,行,xíng
4059,行動,xíngdòng
4060,行李箱,xínglixiāng
4061,行人,xíngrén
4062,行為,xíngwéi
4063,行政,xíngzhèng
4064,形成,xíngchéng
4065,形容,xíngróng
4066,形式,xíngshì
4067,形勢,xíngshì
4068,形態,xíngtài
4069,形象,xíngxiàng
4070,形狀,xíngzhuàng
4071,刑事,xíngshì
4072,醒,xǐng
4073,姓,xìng
4074,性別,xìngbié
4075,性感,xìnggǎn
4076,性格,xìnggé
4077,性命,xìngmìng
4078,效能,xìngnéng
4079,性情,xìngqíng
4080,性質,xìngzhì
4081,幸福,xìngfú
4082,幸好,xìnghǎo
4083,幸虧,xìngkuī
4084,幸運,xìngyùn
4085,興高采烈,xìnggāo-cǎiliè
4086,興趣,xìngqù
4087,興致勃勃,xìngzhì-bóbó
4088,胸,xiōng
4089,胸懷,xiōnghuái
4090,胸膛,xiōngtáng
4091,兇惡,xiōng'è
4092,兇手,xiōngshǒu
4093,兄弟,xiōngdì
4094,雄厚,xiónghòu
4095,雄偉,xióngwěi
4096,熊貓,xióngmāo
4097,修,xiū
4098,修復,xiūfù
4099,修改,xiūgǎi
4100,修建,xiūjiàn
4101,修理,xiūlǐ
4102,羞恥,xiūchǐ
4103,休息,xiūxi
4104,休閒,xiūxián
4105,休養,xiūyǎng
4106,繡,xiù
4107,嗅覺,xiùjué
4108,虛假,xūjiǎ
4109,虛榮,xūróng
4110,虛偽,xūwěi
4111,虛心,xūxīn
4112,需求,xūqiú
4113,需要,xūyào
4114,須知,xūzhī
4115,許多,xǔduō
4116,許可,xǔkě
4117,酗酒,xùjiǔ
4118,畜牧,xùmù
4119,敘述,xùshù
4120,序言,xùyán
4121,宣佈,xuānbù
4122,宣傳,xuānchuán
4123,宣誓,xuānshì
4124,宣揚,xuānyáng
4125,懸掛,xuánguà
4126,懸念,xuánniàn
4127,懸崖峭壁,xuányá-qiàobì
4128,旋律,xuánlǜ
4129,旋轉,xuánzhuǎn
4130,選拔,xuǎnbá
4131,選舉,xuǎnjǔ
4132,選手,xuǎnshǒu
4133,選擇,xuǎnzé
4134,削弱,xuēruò
4135,學歷,xuélì
4136,學期,xuéqī
4137,學生,xuésheng
4138,學術,xuéshù
4139,學說,xuéshuō
4140,學位,xuéwèi
4141,學問,xuéwen
4142,學習,xuéxí
4143,學校,xuéxiào
4144,雪,xuě
4145,雪上加霜,xuěshàng-jiāshuāng
4146,血,xuè
4147,血壓,xuèyā
4148,薰陶,xūntáo
4149,迴圈,xúnhuán
4150,循序漸進,xúnxù-jiànjìn
4151,巡邏,xúnluó
4152,尋覓,xúnmì
4153,尋找,xúnzhǎo
4154,詢問,xúnwèn
4155,訓練,xùnliàn
4156,迅速,xùnsù
4157,押金,yājīn
4158,壓力,yālì
4159,壓迫,yāpò
4160,壓歲錢,yāsuìqián
4161,壓縮,yāsuō
4162,壓抑,yāyì
4163,壓榨,yāzhà
4164,壓制,yāzhì
4165,牙膏,yágāo
4166,亞軍,yàjūn
4167,亞洲,Yàzhōu
4168,呀,ya
4169,煙花爆竹,yānhuā bàozhú
4170,淹沒,yānmò
4171,鹽,yán
4172,延長,yáncháng
4173,延期,yánqī
4174,延伸,yánshēn
4175,延續,yánxù
4176,嚴格,yángé
4177,嚴寒,yánhán
4178,嚴禁,yánjìn
4179,嚴峻,yánjùn
4180,嚴厲,yánlì
4181,嚴密,yánmì
4182,嚴肅,yánsù
4183,嚴重,yánzhòng
4184,沿海,yánhǎi
4185,研究生,yánjiūshēng
4186,言論,yánlùn
4187,炎熱,yánrè
4188,顏色,yánsè
4189,岩石,yánshí
4190,演變,yǎnbiàn
4191,演出,yǎnchū
4192,演講,yǎnjiǎng
4193,演習,yǎnxí
4194,演繹,yǎnyì
4195,演員,yǎnyuán
4196,演奏,yǎnzòu
4197,掩蓋,yǎngài
4198,掩護,yǎnhù
4199,掩飾,yǎnshì
4200,眼光,yǎnguāng
4201,眼鏡,yǎnjìng
4202,眼睛,yǎnjing
4203,眼色,yǎnsè
4204,眼神,yǎnshén
4205,眼下,yǎnxià
4206,宴會,yànhuì
4207,驗收,yànshōu
4208,驗證,yànzhèng
4209,厭惡,yànwù
4210,陽光,yángguāng
4211,陽臺,yángtái
4212,羊肉,yángròu
4213,癢,yǎng
4214,養成,yǎngchéng
4215,氧氣,yǎngqì
4216,樣品,yàngpǐn
4217,樣式,yàngshì
4218,樣子,yàngzi
4219,腰,yāo
4220,邀請,yāoqǐng
4221,要求,yāoqiú
4222,搖,yáo
4223,搖擺,yáobǎi
4224,搖滾,yáogǔn
4225,搖晃,yáohuàng
4226,遙控,yáokòng
4227,遙遠,yáoyuǎn
4228,謠言,yáoyán
4229,咬,yǎo
4230,咬牙切齒,yǎoyá-qièchǐ
4231,藥,yào
4232,要,yào
4233,要不,yàobù
4234,要不然,yàoburán
4235,要點,yàodiǎn
4236,要命,yàomìng
4237,要是,yàoshi
4238,要素,yàosù
4239,鑰匙,yàoshi
4240,耀眼,yàoyǎn
4241,爺爺,yéye
4242,也,yě
4243,也許,yěxǔ
4244,野蠻,yěmán
4245,野心,yěxīn
4246,頁,yè
4247,夜,yè
4248,液體,yètǐ
4249,業務,yèwù
4250,業餘,yèyú
4251,葉子,yèzi
4252,一,yī
4253,一流,yīliú
4254,依次,yīcì
4255,依舊,yījiù
4256,依據,yījù
4257,依靠,yīkào
4258,依賴,yīlài
4259,依然,yīrán
4260,依託,yītuō
4261,衣服,yīfu
4262,衣裳,yīshang
4263,醫生,yīshēng
4264,醫院,yīyuàn
4265,一輩子,yíbèizi
4266,一旦,yídàn
4267,一定,yídìng
4268,一度,yídù
4269,一共,yígòng
4270,一貫,yíguàn
4271,一會兒,yíhuìr
4272,一路平安,yílù píng'ān
4273,一律,yílǜ
4274,一目瞭然,yímù-liǎorán
4275,一切,yíqiè
4276,一向,yíxiàng
4277,一樣,yíyàng
4278,一再,yízài
4279,一致,yízhì
4280,遺產,yíchǎn
4281,遺傳,yíchuán
4282,遺憾,yíhàn
4283,遺留,yíliú
4284,遺失,yíshī
4285,移動,yídòng
4286,移民,yímín
4287,疑惑,yíhuò
4288,疑問,yíwèn
4289,儀器,yíqì
4290,儀式,yíshì
4291,乙,yǐ
4292,以,yǐ
4293,以便,yǐbiàn
4294,以後,yǐhòu
4295,以及,yǐjí
4296,以來,yǐlái
4297,以免,yǐmiǎn
4298,以前,yǐqián
4299,以往,yǐwǎng
4300,以為,yǐwéi
4301,以至,yǐzhì
4302,以致,yǐzhì
4303,已經,yǐjīng
4304,椅子,yǐzi
4305,億,yì
4306,亦,yì
4307,翼,yì
4308,一般,yìbān
4309,一邊,yìbiān
4310,一帆風順,yìfān-fēngshùn
4311,一舉兩得,yìjǔ-liǎngdé
4312,一起,yìqǐ
4313,一如既往,yìrú-jìwǎng
4314,一絲不苟,yìsī-bùgǒu
4315,一直,yìzhí
4316,異常,yìcháng
4317,意見,yìjiàn
4318,意料,yìliào
4319,意識,yìshí
4320,意思,yìsi
4321,意圖,yìtú
4322,意外,yìwài
4323,意味著,yìwèizhe
4324,意向,yìxiàng
4325,意義,yìyì
4326,意志,yìzhì
4327,毅力,yìlì
4328,毅然,yìrán
4329,議論,yìlùn
4330,藝術,yìshù
4331,義務,yìwù
4332,抑制,yìzhì
4333,陰,yīn
4334,陰謀,yīnmóu
4335,因此,yīncǐ
4336,因而,yīn'ér
4337,因素,yīnsù
4338,因為,yīnwèi
4339,音響,yīnxiǎng
4340,音樂,yīnyuè
4341,銀,yín
4342,銀行,yínháng
4343,隱蔽,yǐnbì
4344,隱患,yǐnhuàn
4345,隱瞞,yǐnmán
4346,隱私,yǐnsī
4347,隱約,yǐnyuē
4348,引導,yǐndǎo
4349,引起,yǐnqǐ
4350,引擎,yǐnqíng
4351,引用,yǐnyòng
4352,飲料,yǐnliào
4353,飲食,yǐnshí
4354,印刷,yìnshuā
4355,印象,yìnxiàng
4356,嬰兒,yīng'ér
4357,應該,yīnggāi
4358,英俊,yīngjùn
4359,英明,yīngmíng
4360,英雄,yīngxióng
4361,英勇,yīngyǒng
4362,贏,yíng
4363,迎接,yíngjiē
4364,迎面,yíngmiàn
4365,盈利,yínglì
4366,熒屏,yíngpíng
4367,營養,yíngyǎng
4368,營業,yíngyè
4369,影響,yǐngxiǎng
4370,影子,yǐngzi
4371,硬,yìng
4372,硬幣,yìngbì
4373,硬體,yìngjiàn
4374,應酬,yìngchou
4375,應付,yìngfu
4376,應聘,yìngpìn
4377,應邀,yìngyāo
4378,應用,yìngyòng
4379,擁抱,yōngbào
4380,擁護,yōnghù
4381,擁擠,yōngjǐ
4382,擁有,yōngyǒu
4383,庸俗,yōngsú
4384,勇敢,yǒnggǎn
4385,勇氣,yǒngqì
4386,勇於,yǒngyú
4387,永恆,yǒnghéng
4388,永遠,yǒngyuǎn
4389,湧現,yǒngxiàn
4390,踴躍,yǒngyuè
4391,用,yòng
4392,用功,yònggōng
4393,使用者,yònghù
4394,用途,yòngtú
4395,優點,yōudiǎn
4396,優惠,yōuhuì
4397,優美,yōuměi
4398,優勝劣汰,yōushèng-liètài
4399,優勢,yōushì
4400,優先,yōuxiān
4401,優秀,yōuxiù
4402,優異,yōuyì
4403,優越,yōuyuè
4404,悠久,yōujiǔ
4405,幽默,yōumò
4406,憂鬱,yōuyù
4407,由,yóu
4408,由於,yóuyú
4409,郵局,yóujú
4410,遊覽,yóulǎn
4411,遊戲,yóuxì
4412,游泳,yóuyǒng
4413,油膩,yóunì
4414,油漆,yóuqī
4415,油炸,yóuzhá
4416,尤其,yóuqí
4417,猶如,yóurú
4418,猶豫,yóuyù
4419,有,yǒu
4420,有利,yǒulì
4421,有名,yǒumíng
4422,有趣,yǒuqù
4423,有條不紊,yǒutiáo-bùwěn
4424,友好,yǒuhǎo
4425,友誼,yǒuyì
4426,又,yòu
4427,右邊,yòubian
4428,幼兒園,yòu'éryuán
4429,幼稚,yòuzhì
